Category,City,Country,Customer ID,Customer Name,Discount,Market,记录数,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum
Office Supplies,Los Angeles,United States,DP-131054,Dave Poirier,0.0,US,1,2014-09-20 00:00:00.000,CA-2014-102974,Medium,OFF-AR-10004956,Newell 33,4.8546,3,West,38019,17,Corporate,2014-09-25 00:00:00.000,Standard Class,0.88,California,Art,2014,North America,38
Office Supplies,Los Angeles,United States,SC-205754,Sonia Cooley,0.0,US,1,2014-09-30 00:00:00.000,US-2014-141509,Critical,OFF-AR-10002067,Newell 334,25.792,5,West,38959,99,Consumer,2014-10-02 00:00:00.000,First Class,4.52,California,Art,2014,North America,40
Office Supplies,Los Angeles,United States,RW-196904,Robert Waldorf,0.0,US,1,2014-10-13 00:00:00.000,CA-2014-112431,High,OFF-AR-10000940,Newell 343,1.5876,2,West,37238,6,Consumer,2014-10-15 00:00:00.000,Second Class,0.81,California,Art,2014,North America,42
Office Supplies,Los Angeles,United States,ZC-219104,Zuschuss Carroll,0.0,US,1,2014-11-07 00:00:00.000,CA-2014-100013,Medium,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,1.7608,2,West,32527,6,Consumer,2014-11-12 00:00:00.000,Standard Class,0.19,California,Art,2014,North America,45
Office Supplies,Los Angeles,United States,JE-157154,Joe Elijah,0.0,US,1,2014-11-15 00:00:00.000,CA-2014-124261,Medium,OFF-AR-10003504,Newell 347,9.9296,8,West,41028,34,Consumer,2014-11-20 00:00:00.000,Standard Class,1.02,California,Art,2014,North America,46
Office Supplies,Los Angeles,United States,AM-103604,Alice McCarthy,0.0,US,1,2014-12-03 00:00:00.000,CA-2014-109701,High,OFF-AR-10001868,Prang Dustless Chalk Sticks,5.04,6,West,33649,10,Corporate,2014-12-04 00:00:00.000,Same Day,0.23,California,Art,2014,North America,49
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,0.0,US,1,2014-12-10 00:00:00.000,CA-2014-102407,Medium,OFF-AR-10000122,Newell 314,2.79,2,West,35587,11,Home Office,2014-12-14 00:00:00.000,Second Class,1.5,California,Art,2014,North America,50
Office Supplies,Los Angeles,United States,EP-139154,Emily Phan,0.0,US,1,2014-12-19 00:00:00.000,CA-2014-102099,Medium,OFF-AR-10003811,Newell 327,1.7901,3,West,34183,7,Consumer,2014-12-20 00:00:00.000,First Class,1.05,California,Art,2014,North America,51
Office Supplies,Los Angeles,United States,BN-115154,Bradley Nguyen,0.0,US,1,2014-12-22 00:00:00.000,CA-2014-163405,High,OFF-AR-10001246,Newell 317,1.7052,2,West,31811,6,Consumer,2014-12-26 00:00:00.000,Standard Class,0.66,California,Art,2014,North America,52
Office Supplies,Los Angeles,United States,BN-115154,Bradley Nguyen,0.0,US,1,2014-12-22 00:00:00.000,CA-2014-163405,High,OFF-AR-10003811,Newell 327,1.7901,3,West,31810,7,Consumer,2014-12-26 00:00:00.000,Standard Class,0.29,California,Art,2014,North America,52
Office Supplies,Los Angeles,United States,PO-188654,Patrick O'Donnell,0.0,US,1,2011-03-23 00:00:00.000,CA-2011-120838,High,OFF-ST-10000585,Economy Rollaway Files,85.904,2,West,34851,330,Consumer,2011-03-26 00:00:00.000,Second Class,34.62,California,Storage,2011,North America,13
Office Supplies,Los Angeles,United States,PS-189704,Paul Stevenson,0.0,US,1,2011-04-15 00:00:00.000,US-2011-120740,Critical,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,31.0184,2,West,38953,107,Home Office,2011-04-15 00:00:00.000,Same Day,20.75,California,Appliances,2011,North America,16
Office Supplies,Los Angeles,United States,VF-217154,Vicky Freymann,0.0,US,1,2011-07-25 00:00:00.000,CA-2011-146528,High,OFF-SU-10002522,Acme Kleen Earth Office Shears,4.5008,4,West,34944,16,Home Office,2011-07-27 00:00:00.000,Second Class,0.86,California,Supplies,2011,North America,31
Office Supplies,Los Angeles,United States,BB-109904,Barry Blumstein,0.0,US,1,2011-07-27 00:00:00.000,CA-2011-169642,Medium,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",0.0,2,West,40184,276,Corporate,2011-07-30 00:00:00.000,Second Class,32.27,California,Storage,2011,North America,31
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,0.0,US,1,2011-10-28 00:00:00.000,CA-2011-101931,High,OFF-ST-10003442,Eldon Portable Mobile Manager,38.178,5,West,35143,141,Corporate,2011-10-31 00:00:00.000,First Class,14.96,California,Storage,2011,North America,44
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,0.0,US,1,2011-10-28 00:00:00.000,CA-2011-101931,High,OFF-SU-10000646,Premier Automatic Letter Opener,14.4222,2,West,35141,481,Corporate,2011-10-31 00:00:00.000,First Class,21.55,California,Supplies,2011,North America,44
Office Supplies,Los Angeles,United States,TS-213704,Todd Sumrall,0.0,US,1,2011-10-28 00:00:00.000,CA-2011-101931,High,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,0.0628,2,West,35140,6,Corporate,2011-10-31 00:00:00.000,First Class,1.41,California,Supplies,2011,North America,44
Office Supplies,Los Angeles,United States,MA-175604,Matt Abelman,0.0,US,1,2011-11-11 00:00:00.000,CA-2011-140732,High,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.0228,2,West,37259,8,Home Office,2011-11-13 00:00:00.000,Second Class,0.92,California,Appliances,2011,North America,46
Office Supplies,Los Angeles,United States,SS-204104,Shahid Shariari,0.0,US,1,2011-11-15 00:00:00.000,CA-2011-127558,Medium,OFF-SU-10002537,Acme Box Cutter Scissors,5.3196,2,West,36316,20,Consumer,2011-11-18 00:00:00.000,First Class,5.13,California,Supplies,2011,North America,47
Office Supplies,Los Angeles,United States,JD-161504,Justin Deggeller,0.0,US,1,2011-11-16 00:00:00.000,CA-2011-119144,Critical,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,10.3473,3,West,40007,345,Corporate,2011-11-18 00:00:00.000,First Class,89.84,California,Storage,2011,North America,47
Office Supplies,Los Angeles,United States,SC-200954,Sanjit Chand,0.0,US,1,2011-11-23 00:00:00.000,US-2011-157385,Critical,OFF-EN-10003160,Pastel Pink Envelopes,10.4832,3,West,32868,22,Consumer,2011-11-25 00:00:00.000,First Class,2.9,California,Envelopes,2011,North America,48
Office Supplies,Los Angeles,United States,JB-159254,Joni Blumstein,0.0,US,1,2011-12-05 00:00:00.000,CA-2011-150203,High,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,72.5754,6,West,39011,250,Consumer,2011-12-07 00:00:00.000,First Class,36.78,California,Appliances,2011,North America,50
Office Supplies,Los Angeles,United States,RS-197654,Roland Schwarz,0.0,US,1,2011-12-06 00:00:00.000,CA-2011-106726,Critical,OFF-ST-10001496,Standard Rollaway File with Lock,327.9458,7,West,38362,1261,Corporate,2011-12-08 00:00:00.000,First Class,506.49,California,Storage,2011,North America,50
Office Supplies,Los Angeles,United States,BP-110954,Bart Pistole,0.0,US,1,2011-12-19 00:00:00.000,CA-2011-162992,Medium,OFF-FA-10004248,Advantus T-Pin Paper Clips,8.7945,5,West,40090,23,Corporate,2011-12-21 00:00:00.000,First Class,2.33,California,Fasteners,2011,North America,52
Office Supplies,Los Angeles,United States,BP-110954,Bart Pistole,0.0,US,1,2011-12-19 00:00:00.000,CA-2011-162992,Medium,OFF-LA-10001934,Avery 516,6.8714,2,West,40089,15,Corporate,2011-12-21 00:00:00.000,First Class,1.2,California,Labels,2011,North America,52
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,0.0,US,1,2011-12-27 00:00:00.000,CA-2011-120243,High,OFF-LA-10004425,Staples,5.4332,4,West,32473,12,Home Office,2011-12-30 00:00:00.000,Second Class,1.06,California,Labels,2011,North America,53
Office Supplies,Los Angeles,United States,JM-161954,Justin MacKendrick,0.0,US,1,2012-02-15 00:00:00.000,CA-2012-116092,Medium,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,157.0176,6,West,33547,541,Consumer,2012-02-18 00:00:00.000,Second Class,43.71,California,Appliances,2012,North America,7
Office Supplies,Los Angeles,United States,DE-132554,Deanra Eno,0.0,US,1,2012-04-18 00:00:00.000,CA-2012-142601,Medium,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",9.4717,7,West,36016,947,Home Office,2012-04-20 00:00:00.000,Second Class,36.83,California,Storage,2012,North America,16
Office Supplies,Los Angeles,United States,CD-127904,Cynthia Delaney,0.0,US,1,2012-09-21 00:00:00.000,CA-2012-149972,High,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,2.528,2,West,34083,8,Home Office,2012-09-23 00:00:00.000,First Class,1.9,California,Fasteners,2012,North America,38
Office Supplies,Los Angeles,United States,MM-182804,Muhammed MacIntyre,0.0,US,1,2012-09-22 00:00:00.000,CA-2012-168760,High,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,16.5888,3,West,40339,61,Corporate,2012-09-26 00:00:00.000,Second Class,15.69,California,Appliances,2012,North America,38
Office Supplies,Los Angeles,United States,CS-124004,Christopher Schild,0.0,US,1,2012-10-02 00:00:00.000,US-2012-119312,Medium,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,75.6952,14,West,35199,270,Home Office,2012-10-07 00:00:00.000,Second Class,29.13,California,Storage,2012,North America,40
Office Supplies,Los Angeles,United States,CM-121904,Charlotte Melton,0.0,US,1,2012-10-17 00:00:00.000,CA-2012-152527,Critical,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",3.894,2,West,34701,78,Consumer,2012-10-17 00:00:00.000,Same Day,18.46,California,Storage,2012,North America,42
Office Supplies,Los Angeles,United States,NG-184304,Nathan Gelder,0.0,US,1,2012-11-22 00:00:00.000,CA-2012-137708,High,OFF-ST-10004634,"Personal Folder Holder, Ebony",10.089,3,West,36104,34,Consumer,2012-11-25 00:00:00.000,Second Class,6.73,California,Storage,2012,North America,47
Office Supplies,Los Angeles,United States,HM-148604,Harry Marie,0.0,US,1,2012-12-04 00:00:00.000,CA-2012-118871,Medium,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122.148,3,West,35857,271,Corporate,2012-12-09 00:00:00.000,Second Class,34.62,California,Envelopes,2012,North America,49
Office Supplies,Los Angeles,United States,KD-162704,Karen Daniels,0.0,US,1,2012-12-12 00:00:00.000,CA-2012-110870,High,OFF-SU-10001225,Staples,0.5152,7,West,39299,26,Consumer,2012-12-15 00:00:00.000,First Class,4.91,California,Supplies,2012,North America,50
Office Supplies,Los Angeles,United States,MC-175754,Matt Collins,0.0,US,1,2012-12-13 00:00:00.000,CA-2012-125423,Medium,OFF-LA-10001771,Avery 513,4.5816,2,West,33114,10,Consumer,2012-12-15 00:00:00.000,Second Class,0.87,California,Labels,2012,North America,50
Office Supplies,Los Angeles,United States,LR-169154,Lena Radford,0.0,US,1,2013-01-03 00:00:00.000,CA-2013-125206,High,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,28.615,2,West,34370,114,Consumer,2013-01-05 00:00:00.000,First Class,14.24,California,Storage,2013,North America,1
Office Supplies,Los Angeles,United States,MC-176354,Matthew Clasen,0.0,US,1,2013-02-21 00:00:00.000,CA-2013-139010,Medium,OFF-ST-10001809,Fellowes Officeware Wire Shelving,8.983,5,West,34287,449,Corporate,2013-02-26 00:00:00.000,Second Class,54.23,California,Storage,2013,North America,8
Office Supplies,Los Angeles,United States,CC-122204,Chris Cortes,0.0,US,1,2013-03-29 00:00:00.000,CA-2013-131380,Critical,OFF-ST-10002485,Rogers Deluxe File Chest,0.8792,4,West,38454,88,Consumer,2013-04-01 00:00:00.000,Second Class,23.69,California,Storage,2013,North America,13
Office Supplies,Los Angeles,United States,SC-200954,Sanjit Chand,0.0,US,1,2013-05-17 00:00:00.000,CA-2013-130638,Medium,OFF-LA-10002195,Avery 481,13.3056,9,West,40907,28,Consumer,2013-05-20 00:00:00.000,Second Class,2.0,California,Labels,2013,North America,20
Office Supplies,Los Angeles,United States,DV-130454,Darrin Van Huff,0.0,US,1,2013-06-13 00:00:00.000,CA-2013-138688,High,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,6.8714,2,West,31299,15,Corporate,2013-06-17 00:00:00.000,Second Class,1.47,California,Labels,2013,North America,24
Office Supplies,Los Angeles,United States,MV-181904,Mike Vittorini,0.0,US,1,2013-06-18 00:00:00.000,CA-2013-123512,Critical,OFF-LA-10000081,Avery 496,10.8,6,West,37913,23,Consumer,2013-06-20 00:00:00.000,First Class,3.7,California,Labels,2013,North America,25
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,0.0,US,1,2013-06-27 00:00:00.000,CA-2013-144015,Critical,OFF-FA-10000624,OIC Binder Clips,8.95,5,West,39984,18,Corporate,2013-06-27 00:00:00.000,Same Day,4.89,California,Fasteners,2013,North America,26
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,0.0,US,1,2013-06-27 00:00:00.000,CA-2013-144015,Critical,OFF-SU-10003505,Premier Electric Letter Opener,11.586,2,West,39983,232,Corporate,2013-06-27 00:00:00.000,Same Day,43.08,California,Supplies,2013,North America,26
Office Supplies,Los Angeles,United States,GT-147554,Guy Thornton,0.0,US,1,2013-07-04 00:00:00.000,CA-2013-130029,High,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",0.0792,2,West,34862,4,Consumer,2013-07-07 00:00:00.000,First Class,0.66,California,Fasteners,2013,North America,27
Office Supplies,Los Angeles,United States,LB-167354,Larry Blacks,0.0,US,1,2013-07-26 00:00:00.000,CA-2013-111115,High,OFF-FA-10000624,OIC Binder Clips,10.74,6,West,33452,21,Consumer,2013-07-28 00:00:00.000,Second Class,4.35,California,Fasteners,2013,North America,30
Office Supplies,Los Angeles,United States,LA-167804,Laura Armstrong,0.0,US,1,2013-09-25 00:00:00.000,CA-2013-155187,Medium,OFF-ST-10000642,"Tennsco Lockers, Gray",2.9372,2,West,33627,42,Corporate,2013-09-27 00:00:00.000,Second Class,2.92,California,Storage,2013,North America,39
Office Supplies,Los Angeles,United States,PF-192254,Phillip Flathmann,0.0,US,1,2013-11-04 00:00:00.000,CA-2013-114972,Critical,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,429.5772,4,West,33773,1101,Consumer,2013-11-07 00:00:00.000,First Class,364.76,California,Appliances,2013,North America,45
Office Supplies,Los Angeles,United States,PF-192254,Phillip Flathmann,0.0,US,1,2013-11-04 00:00:00.000,CA-2013-114972,Critical,OFF-LA-10004545,Avery 50,41.2237,7,West,33772,88,Consumer,2013-11-07 00:00:00.000,First Class,11.56,California,Labels,2013,North America,45
Office Supplies,Los Angeles,United States,EM-140954,Eudokia Martin,0.0,US,1,2013-11-08 00:00:00.000,CA-2013-161669,High,OFF-LA-10004093,Avery 486,6.8714,2,West,32142,15,Corporate,2013-11-10 00:00:00.000,First Class,1.92,California,Labels,2013,North America,45
Office Supplies,Los Angeles,United States,EM-140954,Eudokia Martin,0.0,US,1,2013-11-08 00:00:00.000,CA-2013-161669,High,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,3.2944,2,West,32141,11,Corporate,2013-11-10 00:00:00.000,First Class,1.38,California,Supplies,2013,North America,45
Office Supplies,Los Angeles,United States,AI-108554,Arianne Irving,0.0,US,1,2013-11-11 00:00:00.000,CA-2013-158694,High,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,38.976,4,West,36339,130,Consumer,2013-11-14 00:00:00.000,Second Class,16.65,California,Appliances,2013,North America,46
Office Supplies,Los Angeles,United States,AI-108554,Arianne Irving,0.0,US,1,2013-11-11 00:00:00.000,CA-2013-158694,High,OFF-ST-10001496,Standard Rollaway File with Lock,187.3976,4,West,36342,721,Consumer,2013-11-14 00:00:00.000,Second Class,105.59,California,Storage,2013,North America,46
Office Supplies,Los Angeles,United States,JP-161354,Julie Prescott,0.0,US,1,2013-12-31 00:00:00.000,US-2013-111528,Medium,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,West,37056,481,Home Office,2013-12-31 00:00:00.000,Same Day,56.65,California,Storage,2013,North America,53
Office Supplies,Los Angeles,United States,CV-128054,Cynthia Voltz,0.0,US,1,2014-02-19 00:00:00.000,CA-2014-164707,High,OFF-LA-10004345,Avery 493,4.8118,2,West,36686,10,Corporate,2014-02-22 00:00:00.000,Second Class,2.16,California,Labels,2014,North America,8
Office Supplies,Los Angeles,United States,BT-115304,Bradley Talbott,0.0,US,1,2014-02-27 00:00:00.000,CA-2014-117212,Medium,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,22.1184,4,West,32485,82,Home Office,2014-03-01 00:00:00.000,Second Class,9.84,California,Appliances,2014,North America,9
Office Supplies,Los Angeles,United States,JK-153254,Jason Klamczynski,0.0,US,1,2014-03-19 00:00:00.000,CA-2014-122007,Medium,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,26.3494,7,West,40418,91,Corporate,2014-03-21 00:00:00.000,Second Class,6.89,California,Appliances,2014,North America,12
Office Supplies,Los Angeles,United States,SC-207254,Steven Cartwright,0.0,US,1,2014-03-22 00:00:00.000,CA-2014-108539,High,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,210.4936,4,West,36642,726,Consumer,2014-03-24 00:00:00.000,Second Class,58.05,California,Storage,2014,North America,12
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,0.0,US,1,2014-05-04 00:00:00.000,CA-2014-132178,Medium,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,45.8064,8,West,34929,763,Corporate,2014-05-09 00:00:00.000,Second Class,50.46,California,Storage,2014,North America,19
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,0.0,US,1,2014-05-04 00:00:00.000,CA-2014-132178,Medium,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",19.4656,2,West,34928,70,Corporate,2014-05-09 00:00:00.000,Second Class,4.22,California,Storage,2014,North America,19
Office Supplies,Los Angeles,United States,MT-180704,Michelle Tran,0.0,US,1,2014-06-11 00:00:00.000,CA-2014-140963,High,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,14.8,2,West,31781,30,Home Office,2014-06-14 00:00:00.000,First Class,3.12,California,Labels,2014,North America,24
Office Supplies,Los Angeles,United States,ZD-219254,Zuschuss Donatelli,0.0,US,1,2014-06-12 00:00:00.000,CA-2014-141481,High,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,16.5888,3,West,39638,61,Consumer,2014-06-15 00:00:00.000,First Class,8.47,California,Appliances,2014,North America,24
Office Supplies,Los Angeles,United States,WB-218504,William Brown,0.0,US,1,2014-06-30 00:00:00.000,CA-2014-138149,High,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",39.213,3,West,36005,131,Consumer,2014-07-01 00:00:00.000,First Class,34.83,California,Storage,2014,North America,27
Office Supplies,Los Angeles,United States,GA-145154,George Ashbrook,0.0,US,1,2014-08-04 00:00:00.000,US-2014-143175,Medium,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,23.9688,3,West,38384,100,Consumer,2014-08-07 00:00:00.000,Second Class,3.05,California,Storage,2014,North America,32
Office Supplies,Los Angeles,United States,MH-172904,Marc Harrigan,0.0,US,1,2014-09-03 00:00:00.000,CA-2014-169327,High,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",11.206,5,West,41143,43,Home Office,2014-09-05 00:00:00.000,Second Class,3.94,California,Appliances,2014,North America,36
Office Supplies,Los Angeles,United States,JB-160004,Joy Bell-,0.0,US,1,2014-09-15 00:00:00.000,US-2014-157224,Medium,OFF-LA-10000121,Avery 48,26.082,9,West,37518,57,Consumer,2014-09-19 00:00:00.000,Second Class,2.1,California,Labels,2014,North America,38
Office Supplies,Los Angeles,United States,BM-115754,Brendan Murry,0.0,US,1,2014-09-22 00:00:00.000,CA-2014-165155,Critical,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",3.8775,1,West,38634,16,Corporate,2014-09-24 00:00:00.000,First Class,4.31,California,Storage,2014,North America,39
Office Supplies,Los Angeles,United States,AM-103604,Alice McCarthy,0.0,US,1,2014-12-03 00:00:00.000,CA-2014-109701,High,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,22.2516,3,West,33648,79,Corporate,2014-12-04 00:00:00.000,Same Day,8.23,California,Appliances,2014,North America,49
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,0.0,US,1,2014-12-10 00:00:00.000,CA-2014-102407,Medium,OFF-AP-10001394,Harmony Air Purifier,68.04,1,West,35589,189,Home Office,2014-12-14 00:00:00.000,Second Class,14.17,California,Appliances,2014,North America,50
Office Supplies,Los Angeles,United States,RB-194654,Rick Bensley,0.0,US,1,2014-12-17 00:00:00.000,CA-2014-161578,High,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",7.945,5,West,37849,159,Home Office,2014-12-22 00:00:00.000,Second Class,15.27,California,Storage,2014,North America,51
Office Supplies,Los Angeles,United States,JL-158354,John Lee,0.0,US,1,2011-04-18 00:00:00.000,CA-2011-110849,High,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",3.6022,2,West,34832,12,Consumer,2011-04-23 00:00:00.000,Standard Class,0.96,California,Fasteners,2011,North America,17
Office Supplies,Los Angeles,United States,MH-172904,Marc Harrigan,0.0,US,1,2011-04-26 00:00:00.000,CA-2011-116785,High,OFF-LA-10000305,Avery 495,5.796,2,West,38494,13,Home Office,2011-04-30 00:00:00.000,Standard Class,1.8,California,Labels,2011,North America,18
Office Supplies,Los Angeles,United States,GH-144104,Gary Hansen,0.0,US,1,2011-07-09 00:00:00.000,CA-2011-114125,High,OFF-LA-10004559,Avery 49,1.4112,1,West,39469,3,Home Office,2011-07-13 00:00:00.000,Standard Class,0.47,California,Labels,2011,North America,28
Office Supplies,Los Angeles,United States,GH-144104,Gary Hansen,0.0,US,1,2011-07-09 00:00:00.000,CA-2011-114125,High,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",4.0664,4,West,39471,24,Home Office,2011-07-13 00:00:00.000,Standard Class,1.7,California,Storage,2011,North America,28
Office Supplies,Los Angeles,United States,BF-111704,Ben Ferrer,0.0,US,1,2011-07-12 00:00:00.000,CA-2011-110184,High,OFF-ST-10000107,Fellowes Super Stor/Drawer,44.955,9,West,32517,250,Home Office,2011-07-16 00:00:00.000,Standard Class,52.56,California,Storage,2011,North America,29
Office Supplies,Los Angeles,United States,JM-152654,Janet Molinari,0.0,US,1,2011-08-25 00:00:00.000,CA-2011-104178,High,OFF-ST-10004258,Portable Personal File Box,13.1868,4,West,37243,49,Corporate,2011-08-29 00:00:00.000,Standard Class,3.81,California,Storage,2011,North America,35
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,0.0,US,1,2011-09-29 00:00:00.000,CA-2011-146969,High,OFF-FA-10001561,Stockwell Push Pins,2.8776,4,West,32439,9,Consumer,2011-10-03 00:00:00.000,Standard Class,1.29,California,Fasteners,2011,North America,40
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,0.0,US,1,2011-09-29 00:00:00.000,CA-2011-146969,High,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",16.7886,1,West,32442,62,Consumer,2011-10-03 00:00:00.000,Standard Class,5.67,California,Storage,2011,North America,40
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,0.0,US,1,2011-10-31 00:00:00.000,CA-2011-106439,High,OFF-FA-10002975,Staples,5.2164,3,West,33356,11,Corporate,2011-11-04 00:00:00.000,Standard Class,1.2,California,Fasteners,2011,North America,45
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,0.0,US,1,2011-10-31 00:00:00.000,CA-2011-106439,High,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",20.878,5,West,33357,80,Corporate,2011-11-04 00:00:00.000,Standard Class,15.67,California,Storage,2011,North America,45
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,0.0,US,1,2011-10-31 00:00:00.000,CA-2011-106439,High,OFF-ST-10001963,Tennsco Regal Shelving Units,12.1692,4,West,33361,406,Corporate,2011-11-04 00:00:00.000,Standard Class,18.82,California,Storage,2011,North America,45
Office Supplies,Los Angeles,United States,RD-195854,Rob Dowd,0.0,US,1,2012-02-16 00:00:00.000,CA-2012-121776,High,OFF-LA-10002762,Avery 485,41.2237,7,West,39432,88,Consumer,2012-02-21 00:00:00.000,Standard Class,9.83,California,Labels,2012,North America,7
Office Supplies,Los Angeles,United States,BT-113954,Bill Tyler,0.0,US,1,2012-04-13 00:00:00.000,US-2012-120502,Low,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,29.5776,2,West,36477,76,Corporate,2012-04-19 00:00:00.000,Standard Class,8.99,California,Appliances,2012,North America,15
Office Supplies,Los Angeles,United States,LS-169454,Linda Southworth,0.0,US,1,2012-04-25 00:00:00.000,CA-2012-115420,Low,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,9.8164,2,West,38252,21,Corporate,2012-05-02 00:00:00.000,Standard Class,2.31,California,Envelopes,2012,North America,17
Office Supplies,Los Angeles,United States,HG-150254,Hunter Glantz,0.0,US,1,2012-05-14 00:00:00.000,CA-2012-165162,Low,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",55.896,4,West,37984,1118,Consumer,2012-05-21 00:00:00.000,Standard Class,137.93,California,Storage,2012,North America,20
Office Supplies,Los Angeles,United States,SB-201854,Sarah Brown,0.0,US,1,2012-05-22 00:00:00.000,CA-2012-149846,High,OFF-LA-10004484,Avery 476,3.7996,2,West,39398,8,Consumer,2012-05-26 00:00:00.000,Standard Class,0.8,California,Labels,2012,North America,21
Office Supplies,Los Angeles,United States,SB-201854,Sarah Brown,0.0,US,1,2012-05-22 00:00:00.000,CA-2012-149846,High,OFF-ST-10002406,Pizazz Global Quick File,29.3412,7,West,39400,105,Consumer,2012-05-26 00:00:00.000,Standard Class,13.18,California,Storage,2012,North America,21
Office Supplies,Los Angeles,United States,CC-121454,Charles Crestani,0.0,US,1,2012-09-10 00:00:00.000,CA-2012-132906,High,OFF-SU-10004498,Martin-Yale Premier Letter Opener,1.5456,4,West,31877,52,Consumer,2012-09-14 00:00:00.000,Standard Class,7.75,California,Supplies,2012,North America,37
Office Supplies,Los Angeles,United States,AM-107054,Anne McFarland,0.0,US,1,2012-09-25 00:00:00.000,CA-2012-100573,Low,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8.2156,2,West,33743,17,Consumer,2012-10-01 00:00:00.000,Standard Class,1.73,California,Envelopes,2012,North America,39
Office Supplies,Los Angeles,United States,YS-218804,Yana Sorensen,0.0,US,1,2012-12-08 00:00:00.000,CA-2012-129532,High,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",4.4392,2,West,38871,222,Corporate,2012-12-12 00:00:00.000,Standard Class,43.34,California,Storage,2012,North America,49
